Title,Title_CKIP,Category
原民聯合豐年祭 13、14嗨翻桃園高鐵,原民　聯合　豐年祭　13　、　14　嗨　翻　桃園　高鐵,e
捷運裝電扶梯剪綵被酸剪綵王　柯Ｐ：全案6億元大工程,捷運　裝電　扶梯　剪綵　被　酸　剪綵　王柯　Ｐ　：　全案　6億　元大　工程,s
捷運世貿站多人昏倒　送醫急救,捷運　世貿　站　多　人　昏倒　送醫　急救,s
北捷車站的水族箱不見了　答案讓人很傻眼,北捷　車站　的　水族箱　不見了　答案　讓　人　很　傻眼,s
旅客落軌　高鐵列車一度無法進入桃園站,旅客　落軌　高鐵　列車　一　度　無法　進入　桃園站,t
高鐵春節熱門班次近全滿 　周六開賣加班車次,高鐵　春節　熱門　班次　近全滿　周六　開賣　加班　車次,e
北市先推5幹線公車  比照捷運推轉乘優惠,北市　先　推5　幹線　公車　比照　捷運　推　轉乘　優惠,o
關東煮熱湯流入靴子　高鐵人員這樣急救,關東　煮熱　湯　流入　靴子　高鐵　人員　這樣　急救,s
不再幫忙推輪椅了　北捷說是這個原因,不再　幫忙　推　輪椅　了　北捷　說　是　這　個　原因,s
機場捷運營運許可及通車時間25日公布,機場捷運　營運　許可　及　通車　時間　25日　公布,t
【蘋果實測】機捷試營運首日　台北車站標示鬼打牆,【　蘋果　實　測　】　機捷　試營運　首日　台北　車站　標示　鬼打　牆,s
捷運車廂今抵台中港　綠線預計2020年通車,捷運　車廂　今　抵　台中港　綠線　預計　2020年　通車,t
【好消息】高鐵上網快通了　中華電信宣布最快6月上線,【　好消息　】　高鐵　上網　快　通　了　中華電信　宣布　最　快　6月　上線,o
台南發生規模5.6地震     高鐵：未受影響、正常發車,台南　發生　規模　5.6　地震　高鐵　：　未　受　影響　、　正常　發車,t
月台方向指示用膠帶黏？　高捷：北捷也一樣,月台　方向　指示　用　膠帶　黏　？　高捷　：　北捷　也　一樣,s
北捷站務員退場是假的？　遭轟浪費人力,北捷　站務員　退場　是　假　的　？　遭　轟　浪費　人力,s
北捷台北站傳火警　台鐵：不影響台鐵,北捷　台北站　傳　火警　台鐵　：　不　影響　台鐵,s
高鐵使用多卡通　可望年中前上路,高鐵　使用　多　卡通　可望　年　中　前　上路,e
台北捷運哪站可廢掉？　這站被網友噓爆,台北　捷運　哪　站　可　廢掉　？　這　站　被　網友　噓爆,s
高鐵南延屏東　交長：新闢路線案「還有一點機會」,高鐵　南延　屏東　交長　：　新　闢　路線案　「　還　有　一點　機會　」,t
北捷司機員突昏迷不治　停駛月台營運未受影響,北捷　司機員　突　昏迷　不治　停駛　月台　營運　未　受　影響,t
高鐵南延屏東有譜？　屏縣長：非常樂見,高鐵　南延　屏東　有　譜　？　屏縣　長　：　非常　樂見,t
雙鐵攜手　「人瑞」鐵道救高鐵彰化站,雙鐵　攜手　「　人瑞　」　鐵道　救　高鐵　彰化站,o
高鐵台南高雄站配合演習聯外交通受限,高鐵　台南　高雄　站　配合　演習　聯外　交通　受限,t
高捷現身關西嵐山與京福跨國合作,高捷　現身　關西　嵐山　與　京福　跨國　合作,e
【前瞻計畫】81億基隆捷運　用台鐵舊軌道,【　前瞻計畫　】　81億　基隆　捷運　用　台鐵　舊　軌道,o
淘金新契機！桃捷力邀頭家搶佔機場第一排！,淘金　新　契機　！　桃捷　力邀　頭家　搶佔　機場　第一　排　！,o
高鐵北上首班車擬提前環署初審通過,高鐵　北上　首　班車　擬　提前　環署　初審　通過,t
LINE流傳高鐵10周年送禮券活動　高鐵：假的，勿點選,LINE　流傳　高鐵　10　周年　送　禮券　活動　高鐵　：　假　的　，　勿　點選,e
北捷扶手驚見活蛆蠕動　噁！掉進女客瀏海,北捷　扶手　驚見　活蛆　蠕動　噁　！　掉進　女客　瀏海,s
全國首次高鐵演練地震後橋梁緊急搶修,全國　首　次　高鐵　演練　地震　後　橋梁　緊急　搶修,o
高鐵車廂行李空間小董座：規劃改裝,高鐵　車廂　行李　空間　小　董座　：　規劃　改裝,t
【冷知識】捷運廣播為何不播日韓語？　北捷這麼說,【　冷　知識　】　捷運　廣播　為何　不　播　日韓語　？　北捷　這麼　說,o
旅客抱怨不便台南高鐵站增臨停載客區,旅客　抱怨　不便　台南　高鐵　站增　臨　停　載客區,s
高鐵售票機未出票卻扣款？高鐵這樣說,高鐵　售票機　未　出票　卻　扣款　？　高鐵　這樣　說,e
串連捷運輕軌站高市將推無人自駕上路,串連　捷運　輕　軌站　高市　將　推　無　人　自駕　上路,o
機捷首支VR車頭攝影 新體驗,機捷　首　支　VR　車頭　攝影　新　體驗,o
高鐵桃園站候車旅客落軌  影響千餘名旅客,高鐵　桃園站　候車　旅客　落軌　影響　千餘　名　旅客,t
高鐵辦捐血活動 董座江耀宗帶頭挽袖,高鐵　辦　捐血　活動　董座　江耀宗　帶頭　挽袖,e
高鐵局：延伸花900億 到屏東只快9分鐘,高鐵局　：　延伸　花　900億　到　屏東　只　快　9　分鐘,t
高鐵延至屏東？恐花900億元、卻只比台鐵快9分鐘,高鐵　延至　屏東　？　恐　花　900億　元　、　卻　只　比　台鐵　快　9　分鐘,t
高鐵捐血傳愛  董事長帶頭作公益,高鐵　捐血傳　愛　董事長　帶頭　作　公益,e
記者團試乘機捷直達車 實測到機場時間是…,記者　團試　乘機　捷　直達車　實　測到　機場　時間　是　…,t
7時52分發車 桃園捷運首班車160人搶搭,7時　52　分　發車　桃園　捷運　首　班車　160　人　搶　搭,t
重慶國小舞獅隊 高鐵台中站快閃賀歲,重慶　國小　舞獅隊　高鐵　台中站　快　閃　賀歲,e
環狀線施工 板新路16到28日晚間11時雙向封閉7小時,環狀線　施工　板新路　16　到　28　日　晚間　11時　雙向　封閉　7　小時,o
機捷個人試乘  4時段抽號碼牌,機捷　個　人　試　乘　4　時段　抽　號碼牌,e
高鐵228連假加開6班車 周六開放購票,高鐵　228　連假　加開　6　班車　周六　開放　購票,e
機捷體驗  這些站與時段人較少,機捷　體驗　這些　站　與　時段人　較少,t
機捷開放試乘第二天 民眾踴躍體驗,機捷　開放　試　乘　第二　天　民眾　踴躍　體驗,e
台茂搶機捷通車人潮 免費接駁車今首航,台茂　搶　機捷　通車　人潮　免費　接駁　車今　首航,t
機捷小確幸  航廈機場旅館往返零扣款,機捷小確幸　航廈　機場　旅館　往返　零扣　款,e
進出站太急 桃捷高鐵桃園站票口閘門被撞壞,進出　站　太　急　桃捷　高鐵　桃園站　票口　閘門　被　撞壞,s
機捷通車人潮減 民眾大讚好方便,機捷　通車　人潮　減　民眾　大　讚好　方便,t
中市議會考察捷運綠線電聯車組裝基地,中市　議會　考察　捷運　綠線　電聯車　組裝　基地,o
捷運車站變身藝術花園 快來一起耍花漾,捷運　車站　變身　藝術　花園　快　來　一起　耍花　漾,o
機捷代幣超搶手  鐵道迷瘋收藏,機捷代幣超　搶手　鐵道　迷瘋　收藏,o
營造機場捷運地景 復育秀英花四月雪,營造　機場捷運　地景　復育　秀英花　四月　雪,o
勞動節連假高鐵加開52班 4月1日開搶,勞動節　連假　高鐵　加開　52　班　4月　1日　開　搶,e
南港轉運站西站將啟用 高鐵轉乘更便利,南港　轉運站　西　站　將　啟用　高鐵　轉乘　更　便利,s
台北捷運變電箱供電異常 多站一度跳電,台北　捷運　變電箱　供電　異常　多　站　一　度　跳電,s
故宮南院在嘉義高鐵站 舉辦「打開亞洲之門」展覽,故宮　南院　在　嘉義　高鐵　站　舉辦　「　打開　亞洲　之　門　」　展覽,e
看好機捷通車桃猿隊前景 浪花鯛魚燒今開幕加入應猿,看好　機　捷　通車　桃　猿　隊　前景　浪花　鯛魚　燒　今　開幕　加入　應　猿,o
北捷市府站短暫跳電 影響旅客刷卡進出站,北捷　市府　站　短暫　跳電　影響　旅客　刷卡　進出　站,s
11日萬安演習 高鐵台南、左營站聯外交通停駛,11　日　萬安　演習　高鐵　台南　、　左營站　聯外　交通　停駛,t
萬安40號演習北捷及貓纜正常營運 旅客須暫時留站,萬安　40　號　演習　北捷　及　貓纜　正常　營運　旅客　須　暫時　留站,t
給媽咪「按」個讚 高鐵嘉義站感恩有禮,給　媽咪　「　按　」　個　讚　高鐵　嘉義　站　感恩　有禮,e
注意！13時30分萬安演習 高鐵這5站也受影響,注意　！　13時　30　分　萬安　演習　高鐵　這　5　站　也　受　影響,t
貓纜年度檢修作業 6月13日至7月1日暫停營運,貓纜　年度　檢修　作業　6月　13日　至　7月　1日　暫停　營運,t
中捷首列國產電聯車 昨抵北屯機廠,中捷　首　列　國產　電聯車　昨　抵　北屯　機廠,o
台南平實轉運站 地方要求共構規畫,台南　平實　轉運站　地方　要求　共　構　規畫,s
北捷萬大線一期暨信義線東延段 站名出爐,北捷　萬大　線　一　期　暨　信義　線東延段　站名　出爐,s
台灣美食展 高鐵便當新裝搶先亮相,台灣　美食展　高鐵　便當　新裝　搶先　亮相,e
阿公阿嬤高鐵台中站秀舞藝 展現銀髮族活力,阿公　阿嬤　高鐵　台中站秀　舞藝　展現　銀髮族　活力,e
桃捷引進全自動借書站 民眾搭車可看書,桃捷　引進　全自動　借　書　站　民眾　搭　車　可　看　書,o
印尼遊客體驗大陸高鐵 1小時往返南京、常州,印尼　遊客　體驗　大陸　高鐵　1　小時　往返　南京　、　常州,o
桃捷暫停A1預辦登機 太晚公告旅客撲空,桃捷　暫停　A　1預辦　登機　太晚　公告　旅客　撲空,s
新北捷運青年住宅租金補貼今日起受理,新　北　捷運　青年　住宅　租金　補貼　今日　起　受理,o
影》搶攻旅展！高鐵員工集訓「指差舞」表演,影　》　搶攻　旅展　！　高鐵　員工　集訓　「　指　差舞　」　表演,o
「來抓我啊！」小黑亂入北捷月台 保全狂奔追不到,「　來　抓　我　啊　！　」　小黑　亂　入　北捷　月台　保全　狂奔　追　不　到,s
啟動捷運沿線土地使用檢討 推動大眾運輸導向發展,啟動　捷運　沿線　土地　使用　檢討　推動　大眾　運輸　導向　發展,o
Line流傳參加活動送禮券 高鐵澄清：假的！,Line　流傳　參加　活動　送　禮券　高鐵　澄清　：　假　的　！,e
東門站列車故障影響2000人 　北捷：可辦退費,東門站　列車　故障　影響　2000　人　北捷　：　可　辦　退費,t
台南市捷運工程處籌備處成立 藍線拚2025年完工,台南市　捷運　工程處　籌備處　成立　藍線拚　2025年　完工,o
高鐵會員獨享離峰96折　立委不滿,高鐵　會員　獨享　離峰　96　折　立委　不滿,e
藝人徐若瑄代言桃園機場捷運,藝人　徐若瑄　代言　桃園　機場捷運,o
台中捷運綠線 路平二三階段開工 打造人本新綠廊,台中　捷運　綠線　路平　二三　階段　開工　打造　人本　新綠　廊,o
成立捷運工程籌備處 台南市2025年有「高架單軌」捷運,成立　捷運　工程　籌備處　台南市　2025年　有　「　高架　單軌　」　捷運,o
提升大台南運量 才能支稱捷運存續,提升　大　台南　運量　才　能　支　稱　捷運　存續,t
大學生快搶！高鐵寒假返鄉5折列車 加開28班,大學生　快　搶　！　高鐵　寒假　返鄉　5　折　列車　加開　28　班,e
高鐵元旦再增班 後天凌晨開放訂票,高鐵　元旦　再　增　班　後天　凌晨　開放　訂　票,e
捷運文湖線供電異常　狀況已排除,捷運　文湖線　供電　異常　狀況　已　排除,t
「一卡在手 直達美好」市民卡也能坐機捷,「　一　卡在　手　直達　美好　」　市民卡　也　能　坐　機捷,e
捷運站內跌倒腳踝受傷　家長控訴北捷態度傲慢,捷運站　內　跌倒　腳踝　受傷　家長　控訴　北捷　態度　傲慢,s
萬海快樂捐血日，2／20、2／21邀您挽袖響應,萬海　快樂　捐血日　，　2／20　、　2／21　邀　您　挽袖　響應,o
